,answers,count
0,Never,54.844850561583854
1,"When many people have been around (concert, exhibition, etc.)",15.115172282505235
5,"When I was commuting in public transport (Train, Airplane, etc.)",12.12640395964211
6,Other,7.74795355035218
4,"When I was somewhere with a bad GPS signal (inside, underground)",3.0649152865029503
2,When my phone was in flight mode,1.237388159147154
3,When I deactivated GPS / location services,0.9708737864077669
