,answers,count
0,Allow me as a user to configure how fast & accurate alerts should be,55.09232819341329
1,Sending more alerts even though some might be false alarms,21.758994860079955
2,Sending less alerts even though it might take longer or some alerts might be missed,4.1880830001903675
3,Sending no alerts and as a user I can check manually in the app if I'm being tracked,1.7133066818960592
