,answers,count
0,AirGuard did not find any,31.98172472872644
1,AirGuard found as many as expected,19.341328764515513
2,AirGuard found more than expected,12.98305730059014
3,AirGuard found less than expected,10.96516276413478
4,AirGuard found much more than expected,4.283266704740148
