,answers,count
0,Prior intimate partner,26.06965174129353
1,Unknown,23.18407960199005
2,"Known, but I don't want to specify",15.323383084577113
3,Friend or acquaintance,9.154228855721392
4,Family member,6.26865671641791
5,Ex-partner of the current partner,6.069651741293533
6,Colleague at work,4.079601990049751
7,Client or customer,2.0895522388059704
8,Boss or supervisor,0.09950248756218905
