,answers,count
1,Apps that warn of a tracker following me,6.834189986674281
0,System alerts (by Android/iOS) that warn of a tracker following me,5.2922139729678275
2,Device detectors (detecting wireless signals),3.2172092137826005
3,Other,0.17133066818960593
